Unnamed: 0,SeqID,PAS_261_300,distance_261_300,PAS_301_350,distance_301_350,AllOligomerScore_200_260,AllOligomerScore_261_301,AllOligomerScore_290_310,AllOligomerScore_301_350,Y
7898,>NT_033778.4:9085492-9086092,3.24,24,3.67,6,111.67,61.31,29.78,91.11,1
7899,>NT_037436.4:12131396-12131996,3.26,12,3.61,18,88.09,65.76,31.3,61.93,1
7900,>NT_033779.5:2497092-2497692,2.77,4,2.06,36,129.31,61.28,23.95,56.54,1
7901,>NC_004354.4:12907686-12908286,3.0,2,2.4,19,100.9,59.82,32.79,62.34,1
7902,>NT_033778.4:24116059-24116659,3.61,8,2.24,28,101.36,89.59,29.64,49.07,1
7903,>NT_033778.4:13240713-13241313,3.26,29,3.49,31,120.07,76.64,31.54,79.5,1
7904,>NT_033779.5:1182059-1182659,2.86,31,2.14,18,86.35,50.51,23.2,56.28,1
7905,>NT_037436.4:12205934-12206534,3.46,18,2.95,43,98.28,89.59,38.56,59.49,1
7906,>NT_033777.3:10307818-10308418,3.74,30,3.22,43,102.78,88.28,29.79,43.37,1
7907,>NT_033779.5:13369749-13370349,3.61,26,3.09,43,103.98,72.34,30.58,64.73,1
7908,>NT_033778.4:12659292-12659892,3.49,31,3.98,9,96.67,54.09,28.34,80.58,1
7909,>NC_004354.4:6755447-6756047,3.24,12,3.28,4,81.46,60.45,21.56,79.98,1
7910,>NT_033777.3:15095000-15095600,3.98,33,3.74,43,100.7,91.41,34.37,78.23,1
7911,>NT_033777.3:10613125-10613725,3.98,4,3.77,20,119.3,97.18,43.06,92.31,1
7912,>NT_033778.4:14853558-14854158,3.98,15,2.79,27,92.79,71.87,27.9,72.79,1
7913,>NT_033777.3:29048695-29049295,3.98,2,3.98,39,116.89,92.54,52.14,104.69,1
7914,>NT_033779.5:16190266-16190866,3.77,18,2.65,27,113.32,88.44,34.26,54.17,1
7915,>NT_037436.4:6753662-6754262,3.98,3,3.01,24,102.68,101.29,37.44,62.35,1
7916,>NC_004354.4:20160085-20160685,3.22,23,3.61,17,91.67,63.84,38.91,108.6,1
7917,>NT_037436.4:4246571-4247171,2.96,34,2.86,34,85.35,58.53,28.4,71.93,1
7918,>NT_033779.5:560223-560823,3.46,3,2.63,21,86.05,65.82,30.13,74.13,1
7919,>NT_037436.4:4022334-4022934,3.2,12,2.95,43,101.63,71.66,37.58,87.27,1
7920,>NT_033778.4:16184276-16184876,3.5,7,3.12,3,93.18,59.32,37.67,82.89,1
7921,>NT_033778.4:24834512-24835112,3.57,31,3.28,41,114.42,89.92,42.73,55.85,1
7922,>NT_033779.5:5767947-5768547,3.98,32,2.83,43,116.53,92.05,39.37,68.79,1
7923,>NT_033777.3:22035308-22035908,3.61,7,3.67,17,114.56,73.02,23.57,67.3,1
7924,>NT_033778.4:17093557-17094157,2.69,13,2.62,7,72.53,55.79,17.15,60.53,1
7925,>NT_033778.4:14671402-14672002,3.26,10,3.74,43,97.95,80.77,38.17,98.12,1
7926,>NT_033779.5:329445-330045,3.53,11,3.98,39,83.47,65.04,40.25,73.26,1
7927,>NT_033778.4:8460603-8461203,3.57,20,3.18,42,77.33,79.59,29.62,68.32,1
7928,>NC_004354.4:15138297-15138897,3.24,15,3.18,42,103.67,56.97,31.2,68.01,1
7929,>NT_033777.3:24867634-24868234,3.36,14,3.74,43,82.16,62.5,28.25,81.0,1
7930,>NC_004354.4:4698366-4698966,3.26,3,3.77,26,123.72,98.06,44.26,115.22,1
7931,>NT_033777.3:7117355-7117955,2.75,34,3.29,1,94.47,52.01,36.11,100.97,1
7932,>NT_037436.4:23103134-23103734,3.36,8,3.24,42,141.83,64.55,37.63,84.34,1
7933,>NT_033778.4:24973131-24973731,2.86,10,2.96,42,80.05,54.95,28.2,66.76,1
7934,>NT_033777.3:18355275-18355875,3.26,34,3.74,43,122.37,81.65,45.07,83.25,1
7935,>NT_037436.4:15503406-15504006,3.2,20,3.74,33,87.73,58.21,26.36,88.66,1
7936,>NT_033778.4:9913180-9913780,3.26,8,3.74,20,87.05,69.32,38.81,85.51,1
7937,>NC_004354.4:646115-646715,2.83,1,3.36,33,112.38,60.17,32.71,79.1,1
7938,>NC_004354.4:6274680-6275280,3.24,19,2.84,43,89.57,56.05,25.34,73.37,1
7939,>NT_033779.5:9793684-9794284,3.43,30,3.98,41,119.24,74.49,43.5,123.39,1
7940,>NC_004354.4:6668338-6668938,3.26,26,3.36,3,108.19,62.93,27.39,88.25,1
7941,>NC_004353.4:279588-280188,3.67,1,3.03,23,108.42,75.75,34.89,81.61,1
7942,>NT_033777.3:8302461-8303061,2.71,17,3.36,43,93.92,52.89,28.54,60.81,1
7943,>NC_004354.4:15112304-15112904,3.05,31,3.61,42,85.65,65.66,30.69,84.86,1
7944,>NT_037436.4:12187560-12188160,3.77,33,3.07,12,90.65,89.45,34.92,85.81,1
7945,>NT_037436.4:5011201-5011801,3.67,4,2.63,37,105.61,80.29,40.01,59.88,1
7946,>NT_033779.5:9959863-9960463,3.5,23,3.18,42,112.2,75.02,35.27,64.39,1
7947,>NT_033779.5:3067764-3068364,2.77,16,3.22,38,76.84,48.44,27.37,81.66,1
7948,>NC_004354.4:22468405-22469005,3.12,22,1.9,10,86.71,65.91,20.11,43.86,1
7949,>NT_033779.5:10365916-10366516,2.84,18,2.77,43,100.07,61.68,28.09,77.79,1
7950,>NC_004354.4:16444818-16445418,3.98,1,3.57,27,61.55,60.51,40.94,67.07,1
7951,>NT_033777.3:13641335-13641935,3.09,25,3.2,23,101.06,76.8,27.5,86.01,1
7952,>NT_037436.4:20694899-20695499,3.77,3,3.98,34,118.5,74.57,52.42,124.25,1
7953,>NT_037436.4:4539002-4539602,3.46,9,3.12,28,90.74,73.99,30.22,81.59,1
7954,>NC_004354.4:13760867-13761467,3.61,16,3.01,42,118.79,84.9,31.48,74.92,1
7955,>NT_037436.4:15819356-15819956,2.82,4,3.36,42,88.42,53.68,27.52,59.5,1
7956,>NT_033779.5:16301577-16302177,3.57,18,3.57,17,108.36,57.94,29.81,64.77,1
7957,>NC_004354.4:397197-397797,3.98,6,3.43,43,111.61,79.01,44.05,73.96,1
7958,>NT_033777.3:22711094-22711694,3.77,6,3.98,42,119.51,81.21,50.06,74.75,1
7959,>NT_037436.4:4290792-4291392,3.29,7,2.12,43,82.67,60.88,19.82,47.38,1
7960,>NC_004354.4:15071531-15072131,3.2,14,2.9,32,75.1,80.68,31.74,91.4,1
7961,>NT_037436.4:17475536-17476136,2.85,26,3.36,43,116.73,42.42,29.44,78.6,1
7962,>NT_033778.4:5656725-5657325,3.77,33,2.55,9,117.82,67.9,22.01,51.2,1
7963,>NT_037436.4:1227938-1228538,3.49,22,3.5,16,64.03,81.97,27.62,72.52,1
7964,>NT_033777.3:15959410-15960010,3.28,16,3.61,38,70.65,83.11,39.35,100.45,1
7965,>NT_037436.4:10414474-10415074,3.77,1,2.55,12,89.39,97.36,37.49,58.85,1
7966,>NT_037436.4:19806632-19807232,3.57,1,3.04,43,90.27,80.12,39.24,62.25,1
7967,>NT_033777.3:23962239-23962839,3.49,16,2.85,4,115.9,56.73,20.74,60.7,1
7968,>NT_033779.5:9885544-9886144,3.98,2,3.98,32,61.68,80.01,47.33,129.7,1
7969,>NC_004353.4:1172467-1173067,3.28,13,3.98,8,96.86,66.57,38.6,89.13,1
7970,>NT_033779.5:1199414-1200014,3.49,14,2.49,43,111.81,84.71,35.87,62.1,1
7971,>NT_033777.3:17673454-17674054,3.2,23,3.24,20,116.42,85.44,31.21,67.04,1
7972,>NT_033777.3:27563163-27563763,3.98,23,3.26,14,121.2,94.12,34.4,73.81,1
7973,>NT_033777.3:18926562-18927162,3.09,26,3.77,14,101.31,51.37,24.68,72.23,1
7974,>NC_004354.4:10084542-10085142,3.77,29,3.36,43,90.19,81.72,35.46,82.39,1
7975,>NC_004354.4:19813168-19813768,3.49,10,3.43,8,98.51,68.86,27.8,76.53,1
7976,>NT_033777.3:27562517-27563117,3.67,17,2.94,34,129.43,82.78,27.88,53.76,1
7977,>NC_004354.4:3787441-3788041,3.43,4,3.61,20,130.55,71.6,44.63,102.44,1
7978,>NC_004353.4:1172375-1172975,3.29,0,3.57,19,112.01,66.39,33.74,74.8,1
7979,>NT_033777.3:15961077-15961677,3.46,11,3.36,22,109.3,79.92,30.01,67.95,1
7980,>NT_033777.3:29145369-29145969,3.67,29,2.25,24,117.85,88.77,28.17,48.66,1
7981,>NT_033779.5:10937611-10938211,3.49,18,2.53,42,82.0,88.03,33.09,57.89,1
7982,>NT_033777.3:4466302-4466902,3.12,7,3.22,43,91.22,70.14,36.68,84.86,1
7983,>NT_033777.3:5282993-5283593,3.67,11,3.98,42,93.46,74.96,42.67,94.46,1
7984,>NT_033778.4:6642248-6642848,3.77,6,3.61,25,92.83,72.18,25.29,83.69,1
7985,>NT_033779.5:1730862-1731462,3.0,19,2.85,39,100.58,65.38,25.94,80.47,1
7986,>NT_033779.5:19466791-19467391,3.49,16,3.77,4,79.91,79.84,23.26,111.96,1
7987,>NT_033779.5:12175151-12175751,3.61,13,2.79,27,118.79,83.42,37.44,64.45,1
7988,>NC_004354.4:4929311-4929911,3.53,8,3.28,42,125.81,88.7,36.06,70.12,1
7989,>NC_004354.4:12948953-12949553,3.61,8,3.98,36,109.15,95.28,44.59,105.62,1
7990,>NT_033777.3:25052101-25052701,3.49,17,2.8,31,98.7,74.43,23.65,68.98,1
7991,>NT_033778.4:23548702-23549302,3.01,13,3.43,43,111.23,48.77,34.48,107.35,1
7992,>NC_004354.4:2576669-2577269,3.61,30,3.77,11,97.57,72.86,22.63,81.5,1
7993,>NT_033778.4:24061559-24062159,3.67,16,3.67,8,65.51,82.06,28.44,77.8,1
7994,>NC_004354.4:3289518-3290118,3.74,28,3.77,8,127.03,82.42,39.24,114.1,1
7995,>NT_037436.4:7814621-7815221,2.88,13,3.98,23,95.52,69.09,40.07,105.95,1
7996,>NC_004354.4:20426107-20426707,3.5,24,3.61,15,105.48,74.8,16.16,70.93,1
7997,>NT_033777.3:11621674-11622274,3.18,20,2.86,29,89.81,72.61,28.25,67.13,1
7998,>NT_033778.4:12153953-12154553,3.98,15,2.47,42,89.81,70.85,26.59,50.07,1
7999,>NT_033777.3:29225979-29226579,3.36,12,2.72,6,81.13,77.48,31.73,63.65,1
8000,>NT_033778.4:9604911-9605511,3.74,3,2.66,1,130.38,78.2,37.05,61.38,1
8001,>NT_033778.4:5755752-5756352,3.98,30,3.74,16,67.65,57.77,21.29,91.27,1
8002,>NT_037436.4:12007716-12008316,3.2,4,2.96,35,101.83,63.31,30.49,83.01,1
8003,>NC_004354.4:16338337-16338937,3.46,6,2.77,0,112.77,79.8,29.05,80.16,1
8004,>NT_037436.4:20960378-20960978,3.61,7,2.68,43,90.18,74.17,36.58,69.09,1
8005,>NT_033779.5:10887941-10888541,3.18,21,3.36,43,88.09,61.66,27.84,57.75,1
8006,>NC_004354.4:243612-244212,3.61,23,3.67,21,118.83,81.72,35.12,93.33,1
8007,>NT_033778.4:7243159-7243759,3.57,26,3.09,43,96.02,74.73,37.57,78.7,1
8008,>NT_033778.4:1596312-1596912,3.37,33,2.49,9,99.5,55.22,22.26,76.36,1
8009,>NT_033778.4:24496681-24497281,3.43,8,3.98,42,109.14,58.29,44.01,78.45,1
8010,>NT_033777.3:15853574-15854174,3.49,16,3.12,26,107.24,65.69,20.32,76.47,1
8011,>NT_033778.4:12650885-12651485,3.57,15,3.12,0,94.77,74.39,27.34,77.18,1
8012,>NT_033777.3:11211987-11212587,3.98,25,3.57,11,95.41,82.39,31.26,81.74,1
8013,>NT_037436.4:18041346-18041946,3.09,3,3.29,31,108.09,69.79,28.29,80.08,1
8014,>NC_004354.4:15083729-15084329,3.12,3,3.29,41,74.01,65.76,37.69,61.24,1
8015,>NT_033779.5:2756326-2756926,2.83,21,3.77,10,116.23,64.73,39.37,117.57,1
8016,>NT_033777.3:18926732-18927332,3.24,18,3.37,15,107.67,75.7,35.14,97.12,1
8017,>NT_037436.4:4042375-4042975,2.92,20,3.49,42,97.68,63.71,29.08,75.29,1
8018,>NT_033778.4:24610644-24611244,3.49,21,3.74,0,107.6,64.53,24.37,60.12,1
8019,>NT_037436.4:15512862-15513462,3.06,11,3.98,19,85.55,74.21,31.89,105.97,1
8020,>NT_037436.4:21543660-21544260,3.2,20,2.55,28,99.66,49.39,16.63,53.51,1
8021,>NT_033778.4:12425086-12425686,3.09,14,3.98,14,96.55,75.76,29.98,96.66,1
8022,>NC_004354.4:12582456-12583056,3.67,11,3.98,27,115.78,83.76,44.09,126.51,1
8023,>NT_033777.3:27102649-27103249,3.74,33,3.98,42,110.65,89.44,43.67,79.88,1
8024,>NC_004354.4:1217328-1217928,3.5,34,3.98,16,137.02,90.0,29.38,118.45,1
8025,>NT_033778.4:20868545-20869145,3.98,12,3.61,4,124.97,73.51,36.0,85.7,1
8026,>NT_037436.4:19584710-19585310,3.49,15,3.12,34,96.65,67.25,34.91,82.86,1
8027,>NT_033777.3:14901415-14902015,3.67,27,3.36,12,118.9,67.0,28.97,91.54,1
8028,>NT_033779.5:7029724-7030324,3.61,18,3.5,2,87.81,61.89,31.66,73.93,1
8029,>NT_033777.3:24200937-24201537,3.98,0,3.98,29,117.56,82.74,53.68,132.08,1
8030,>NT_033779.5:6755112-6755712,3.98,0,3.49,26,124.12,94.23,49.67,88.06,1
8031,>NC_004354.4:22447322-22447922,2.86,32,3.49,42,106.78,69.41,30.86,64.73,1
8032,>NC_004354.4:11802136-11802736,3.26,33,3.67,42,137.69,89.67,39.37,79.12,1
8033,>NC_004353.4:649443-650043,3.61,19,2.78,15,109.7,72.81,27.97,69.17,1
8034,>NC_004354.4:11870868-11871468,3.61,34,3.18,9,108.94,82.3,29.98,73.43,1
8035,>NT_033779.5:18513196-18513796,3.98,6,3.36,33,84.98,95.47,47.56,87.39,1
8036,>NT_037436.4:3957646-3958246,3.18,15,3.49,17,111.56,72.28,29.51,70.04,1
8037,>NT_033778.4:25229921-25230521,3.67,17,3.61,42,101.59,78.86,39.04,83.41,1
8038,>NT_033779.5:18986833-18987433,2.88,25,3.98,42,132.19,57.38,36.91,83.64,1
8039,>NT_033779.5:4323473-4324073,3.77,31,3.22,42,177.9,96.68,37.75,70.29,1
8040,>NT_037436.4:9438123-9438723,3.24,26,3.98,6,92.05,59.65,37.47,105.6,1
8041,>NT_033777.3:25624506-25625106,3.24,17,3.61,15,69.83,67.53,27.44,74.3,1
8042,>NT_037436.4:12136626-12137226,3.61,17,3.16,33,100.38,79.07,27.97,74.13,1
8043,>NT_033777.3:24228979-24229579,3.74,15,2.63,4,87.03,80.41,24.88,57.76,1
8044,>NT_033777.3:13647239-13647839,3.74,30,3.98,42,108.72,98.42,35.46,66.95,1
8045,>NC_004354.4:19905744-19906344,3.46,15,3.2,43,92.48,62.56,30.66,80.39,1
8046,>NT_033778.4:23937072-23937672,3.2,13,3.2,12,95.95,72.06,24.43,56.21,1
8047,>NC_004354.4:5900682-5901282,3.12,13,3.77,25,75.98,76.21,24.97,89.87,1
8048,>NT_033778.4:13257143-13257743,2.82,0,2.85,42,100.73,61.38,37.52,65.29,1
8049,>NC_004354.4:14584858-14585458,3.2,24,2.6,20,106.47,64.17,17.2,60.18,1
8050,>NT_033779.5:11002438-11003038,3.49,2,3.05,23,75.9,89.13,37.38,75.8,1
8051,>NT_037436.4:577045-577645,3.53,19,3.5,14,142.32,81.92,38.21,109.42,1
8052,>NT_033778.4:24990267-24990867,3.61,10,3.49,22,132.46,67.86,27.54,67.16,1
8053,>NT_037436.4:11523703-11524303,3.26,21,3.98,23,110.79,73.73,35.71,106.41,1
8054,>NT_033778.4:17007201-17007801,3.98,12,3.18,8,105.81,77.12,19.44,71.59,1
8055,>NT_033778.4:15326743-15327343,3.98,5,3.98,42,86.1,76.7,38.29,87.8,1
8056,>NC_004354.4:7931656-7932256,3.24,15,3.26,3,80.1,62.61,27.97,64.74,1
8057,>NT_033777.3:22016556-22017156,2.55,14,3.22,43,99.55,47.44,33.13,67.74,1
8058,>NT_037436.4:20151013-20151613,3.46,28,3.06,42,95.36,89.75,34.09,72.64,1
8059,>NC_004354.4:9495774-9496374,3.67,10,3.98,42,107.67,76.94,36.29,91.99,1
8060,>NT_033777.3:23094932-23095532,3.5,24,3.01,36,99.78,76.87,27.14,63.25,1
8061,>NT_033778.4:17481692-17482292,3.98,8,3.18,10,99.78,69.96,30.16,76.06,1
8062,>NT_033777.3:23361589-23362189,3.37,20,3.06,39,113.81,78.64,33.97,76.9,1
8063,>NC_004354.4:6660240-6660840,3.2,26,3.12,37,73.79,62.23,33.03,78.1,1
8064,>NC_004354.4:466944-467544,2.89,7,2.23,43,67.31,64.98,26.63,53.43,1
8065,>NT_033778.4:23936731-23937331,3.98,0,3.18,15,83.02,72.99,35.31,54.8,1
8066,>NT_033779.5:870951-871551,2.37,2,3.09,7,107.16,43.47,26.89,81.45,1
8067,>NT_037436.4:2785537-2786137,3.2,15,3.74,28,98.08,62.15,31.33,79.13,1
8068,>NT_037436.4:2210573-2211173,3.49,19,3.2,31,93.17,74.3,36.89,61.79,1
8069,>NC_004354.4:22451189-22451789,3.2,24,2.88,43,80.73,39.49,19.83,46.17,1
8070,>NT_033777.3:22336733-22337333,3.03,1,2.71,22,112.48,57.68,27.49,80.85,1
8071,>NT_033779.5:11508346-11508946,3.57,14,3.23,10,95.25,66.79,31.61,87.82,1
8072,>NT_033778.4:18406453-18407053,3.49,7,3.49,11,84.39,67.51,30.47,67.78,1
8073,>NT_037436.4:11583822-11584422,3.26,19,2.92,0,112.2,73.73,24.31,72.61,1
8074,>NT_037436.4:15142176-15142776,3.26,3,3.18,41,74.56,64.37,39.06,70.36,1
8075,>NT_033777.3:14643787-14644387,3.07,29,3.2,23,92.77,76.8,25.09,91.78,1
8076,>NT_033779.5:2127853-2128453,3.61,12,3.22,10,97.99,68.85,26.85,79.68,1
8077,>NT_033777.3:29234916-29235516,3.36,12,2.71,11,88.55,80.34,26.98,65.74,1
8078,>NT_037436.4:7936958-7937558,3.49,14,3.43,43,87.62,78.28,35.82,75.58,1
8079,>NT_033778.4:8962864-8963464,3.37,4,3.09,20,100.96,84.29,25.15,75.76,1
8080,>NT_037436.4:22988715-22989315,3.98,13,3.98,10,77.71,94.84,43.77,83.24,1
8081,>NT_033778.4:16184305-16184905,2.72,30,3.98,42,97.61,58.95,37.97,100.42,1
8082,>NT_037436.4:365283-365883,3.24,19,3.25,26,87.81,65.09,29.47,84.66,1
8083,>NT_033779.5:2391805-2392405,3.49,17,3.77,42,68.24,67.71,35.93,91.59,1
8084,>NC_004354.4:7382433-7383033,3.98,12,3.09,43,88.56,75.29,28.23,45.58,1
8085,>NT_033779.5:15042647-15043247,3.2,17,3.06,19,102.36,68.89,26.75,62.89,1
8086,>NT_033779.5:5071875-5072475,3.98,11,2.85,42,70.81,83.32,34.95,74.75,1
8087,>NT_033779.5:19497344-19497944,3.49,14,3.43,0,115.98,75.7,33.62,89.2,1
8088,>NT_033779.5:2562235-2562835,3.14,8,3.18,24,103.79,76.72,30.67,78.7,1
8089,>NT_033778.4:17506151-17506751,3.5,9,2.75,32,110.33,86.71,29.63,62.32,1
8090,>NT_033778.4:8080259-8080859,3.24,28,2.89,26,62.95,74.04,28.15,79.33,1
8091,>NT_033779.5:1114354-1114954,3.74,1,3.01,0,114.48,78.96,36.21,77.47,1
8092,>NC_004354.4:16069998-16070598,3.61,9,3.43,43,117.83,77.53,33.37,75.06,1
8093,>NC_004354.4:16452718-16453318,3.77,21,3.98,0,166.94,79.69,38.41,106.66,1
8094,>NC_004354.4:6360768-6361368,3.98,10,3.53,4,100.94,83.17,30.2,86.32,1
8095,>NT_037436.4:6010659-6011259,3.23,9,3.98,8,111.02,82.19,32.43,92.47,1
8096,>NT_033779.5:19760686-19761286,2.75,15,3.18,42,76.33,64.69,35.83,97.11,1
8097,>NT_033777.3:29994865-29995465,3.98,23,3.2,43,72.06,94.24,43.5,80.58,1
8098,>NT_033778.4:15853230-15853830,3.46,10,3.25,1,92.84,76.95,33.37,69.63,1
8099,>NT_033778.4:24665858-24666458,3.43,27,3.12,17,95.56,80.22,36.46,76.41,1
8100,>NC_004354.4:1644862-1645462,3.26,12,2.71,43,75.03,70.59,31.44,63.89,1
8101,>NT_037436.4:19829155-19829755,3.2,18,3.98,6,84.47,75.88,24.62,121.03,1
8102,>NC_004353.4:470992-471592,3.77,21,2.84,14,126.17,74.74,32.95,68.65,1
8103,>NT_033777.3:19177785-19178385,3.33,10,3.24,14,97.82,77.25,30.15,77.82,1
8104,>NT_037436.4:11496146-11496746,3.5,12,3.26,40,118.17,82.41,45.93,92.59,1
8105,>NT_033777.3:4734114-4734714,3.98,15,3.02,42,129.33,77.98,34.01,60.72,1
8106,>NT_033779.5:10363805-10364405,3.57,1,2.47,35,98.96,68.43,36.76,62.73,1
8107,>NT_033777.3:5857783-5858383,3.09,1,3.49,1,65.36,70.92,34.65,77.89,1
8108,>NT_033777.3:19652130-19652730,3.67,30,3.22,25,86.21,85.06,30.46,95.15,1
8109,>NC_004354.4:18131749-18132349,3.5,16,3.22,43,124.71,80.89,34.47,60.91,1
8110,>NC_004354.4:16838595-16839195,3.49,12,3.26,11,81.7,82.13,35.34,107.82,1
8111,>NT_033777.3:17091638-17092238,3.77,1,3.22,43,112.97,85.7,43.73,77.83,1
8112,>NT_033778.4:7823320-7823920,3.46,16,3.74,43,116.84,73.31,37.64,91.66,1
8113,>NT_033777.3:18671745-18672345,3.61,14,3.2,39,100.84,70.42,30.4,82.41,1
8114,>NC_004354.4:2344772-2345372,3.5,2,3.5,1,95.72,84.16,35.06,88.32,1
8115,>NC_004354.4:19494123-19494723,2.17,13,3.57,4,100.34,37.43,20.62,50.28,1
8116,>NT_033777.3:4300103-4300703,2.92,19,3.67,42,108.91,71.91,36.18,76.02,1
8117,>NT_037436.4:1499382-1499982,2.8,28,3.74,43,140.0,63.93,30.26,83.55,1
8118,>NT_037436.4:19065786-19066386,3.28,1,2.92,0,104.1,73.21,38.95,67.22,1
8119,>NC_004354.4:9107903-9108503,3.37,15,3.46,42,102.96,74.6,39.42,92.62,1
8120,>NC_004354.4:9472735-9473335,3.98,29,3.67,41,139.73,95.73,45.5,99.32,1
8121,>NT_033777.3:13402259-13402859,3.77,15,2.0,38,72.64,81.14,27.33,42.69,1
8122,>NT_033778.4:13573075-13573675,3.77,5,3.57,30,105.78,89.48,47.44,77.69,1
8123,>NC_004354.4:10854746-10855346,2.95,23,3.61,38,83.5,72.16,38.7,100.09,1
8124,>NT_033777.3:13192209-13192809,3.03,20,3.01,42,57.71,39.68,25.79,60.39,1
8125,>NT_033777.3:10703169-10703769,3.12,23,3.26,7,88.18,67.72,24.79,90.38,1
8126,>NT_037436.4:17898585-17899185,3.36,7,2.19,12,116.02,68.31,26.36,55.87,1
8127,>NT_033777.3:19022301-19022901,3.61,15,3.5,42,113.52,90.34,41.02,88.79,1
8128,>NC_004354.4:12229774-12230374,3.26,22,3.98,35,82.84,76.52,45.81,125.14,1
8129,>NT_033779.5:2756621-2757221,3.23,34,3.77,4,108.26,78.26,38.82,126.85,1
8130,>NT_033779.5:8383318-8383918,3.49,10,3.98,16,87.21,69.09,27.12,68.15,1
8131,>NT_037436.4:5356564-5357164,3.61,13,2.91,21,114.75,63.52,27.95,66.92,1
8132,>NT_033778.4:9995636-9996236,3.61,21,3.61,4,124.18,66.64,21.92,78.46,1
8133,>NT_033778.4:24065105-24065705,3.61,25,3.5,8,107.14,84.3,38.28,68.95,1
8134,>NT_033777.3:14217836-14218436,3.49,31,2.88,43,80.71,76.98,31.32,53.6,1
8135,>NT_037436.4:18868686-18869286,3.43,1,3.12,29,93.22,76.37,35.88,90.35,1
8136,>NC_004354.4:16437585-16438185,3.61,0,3.28,18,80.64,67.69,30.37,76.8,1
8137,>NT_033777.3:7113659-7114259,3.18,13,3.33,42,145.89,78.0,32.86,82.17,1
8138,>NT_033777.3:18415545-18416145,3.46,14,2.72,43,83.25,73.6,30.53,58.41,1
8139,>NT_033779.5:5327579-5328179,3.18,31,3.2,37,80.13,54.39,26.99,75.34,1
8140,>NC_004354.4:17104262-17104862,3.36,12,3.25,28,108.4,81.53,36.02,76.44,1
8141,>NT_033779.5:1344212-1344812,2.96,24,3.49,23,103.14,69.91,30.18,101.35,1
8142,>NT_033777.3:12376184-12376784,3.09,15,3.77,24,99.77,70.56,29.77,70.95,1
8143,>NT_037436.4:3267452-3268052,3.53,25,3.98,2,97.99,85.09,28.39,120.23,1
8144,>NT_033777.3:10311824-10312424,3.2,32,3.22,19,129.55,74.2,23.99,87.51,1
8145,>NT_033777.3:19875674-19876274,3.46,17,2.96,42,119.53,65.82,31.46,63.79,1
8146,>NT_033778.4:15223515-15224115,3.12,21,3.12,29,116.03,55.04,30.84,74.47,1
8147,>NT_033777.3:19714928-19715528,3.28,12,3.43,16,83.89,70.4,28.39,79.07,1
8148,>NT_033779.5:6060638-6061238,3.28,26,2.27,24,95.12,73.12,19.4,52.0,1
8149,>NC_004354.4:4876958-4877558,3.26,19,3.49,37,111.55,70.08,28.45,81.5,1
8150,>NT_037436.4:4224228-4224828,2.72,21,2.88,13,88.06,59.94,27.01,64.8,1
8151,>NT_037436.4:9763471-9764071,3.26,0,3.98,38,140.75,75.45,48.01,67.78,1
8152,>NT_033777.3:24490847-24491447,3.25,21,3.74,3,108.41,69.15,30.24,84.32,1
8153,>NT_037436.4:7353409-7354009,2.76,0,3.61,8,92.9,62.2,35.47,80.46,1
8154,>NT_033779.5:7998748-7999348,3.36,30,3.74,43,105.12,76.86,41.65,86.03,1
8155,>NT_037436.4:7356975-7357575,3.07,0,2.74,35,113.16,46.58,32.79,65.93,1
8156,>NT_033779.5:7643121-7643721,3.46,26,2.74,43,95.27,83.0,27.82,79.69,1
8157,>NC_004354.4:15854557-15855157,3.49,11,3.14,22,83.72,67.86,29.55,80.42,1
8158,>NT_033778.4:10892686-10893286,3.61,34,3.03,17,99.73,79.49,30.04,60.38,1
8159,>NC_004354.4:9572435-9573035,3.28,21,2.88,0,102.3,65.39,22.93,63.64,1
8160,>NC_004354.4:18781151-18781751,2.88,15,3.12,7,87.96,66.46,25.44,63.48,1
8161,>NC_004354.4:796845-797445,2.69,12,2.65,12,121.11,56.47,22.11,51.08,1
8162,>NT_033777.3:9005078-9005678,3.49,14,3.09,12,77.85,78.4,25.54,75.8,1
8163,>NT_037436.4:5200887-5201487,3.49,29,3.98,33,69.05,57.37,34.08,118.71,1
8164,>NT_033778.4:17088090-17088690,2.62,31,3.77,12,95.9,51.62,26.38,89.68,1
8165,>NT_037436.4:11956480-11957080,3.09,21,3.46,2,98.06,64.98,19.45,61.3,1
8166,>NC_004354.4:19026707-19027307,3.77,17,3.77,36,113.33,92.23,38.29,93.99,1
8167,>NT_033779.5:21198776-21199376,3.2,17,3.67,42,123.13,59.33,36.21,71.67,1
8168,>NT_037436.4:1300046-1300646,3.25,21,3.18,34,120.2,72.61,28.6,87.75,1
8169,>NT_033779.5:1443382-1443982,3.98,2,3.57,4,112.83,93.24,32.34,54.47,1
8170,>NC_004354.4:19136246-19136846,2.55,15,2.71,29,102.41,39.78,20.23,70.53,1
8171,>NT_033778.4:18526116-18526716,3.26,11,3.14,18,129.28,74.52,20.14,75.88,1
8172,>NC_004354.4:12656839-12657439,3.36,8,2.82,11,110.4,76.29,33.23,78.3,1
8173,>NT_033778.4:21070009-21070609,3.61,4,3.98,22,124.52,76.79,33.68,71.33,1
8174,>NT_033779.5:17088907-17089507,3.24,17,2.75,4,97.69,59.55,26.09,68.46,1
8175,>NT_033779.5:10324786-10325386,3.2,13,3.05,29,93.34,74.82,22.72,66.2,1
